text,tone
"Чтение ее действует благотворно. Внуки очередной раз простужены, социализация в саду (по почину родителей) проходит трудно. *** 28 декабря. Ура! Сегодня в руках держу энциклопедию «Петр Аркадьевич Столыпин». Она вышла в двух вариантах (подарочном и обычном). Тот и другой одинаково красиво смотрятся. Полистал, вроде все хорошо. [В. В. Шелохаев. Дневник (2011)]",1
"Сиквел получился мрачнее, грязнее, но при этом эффектнее в плане экшена и спецэффектков. Много интересных персонажей, сексуальная возлюбленная вампирша Блэйда, прикольные вампиры-охотники во главе с Роном Перлманом. Кино по сути не превзошло оригинал, а самобытно и хорошо по себе, даже как самостоятельный фильм. Троица, к сожалению, — самый худший из всех и по сути он похоронил франчайз, который переродился в сериале, но Блэйд ТВ формат — уже не то. Хотя есть у ленты неплохие плюсы: во-первых, сексуальная Джессика Бил, забавный Рейнольдз, демоническая Паркер Поузи, и, пожалуй, все. Доминик Персел смотрится неуместно в роли Дракулы, экшен вяловат, Снайпс халтурно играет, как робот. По сути это очередное доказательство, что каждый должен заниматься своим делом, так что блестящий сценарист Гойер, он никакой режиссер. [Форум: Блэйд (трилогия) Blade (2008-2010)]",2
"""Дорогие друзья! Вот и наступили эти потрясающие праздники — Новый год и Рождество! Это время, когда мы вновь погружаемся в детство, с радостью ставим зеленую елку, распаковываем подарки и наслаждаемся фейерверком. Пусть Новый год принесет яркие впечатления, новые эмоци море радости и возможностей, а путешествия помогут разделить радостные моменты с близкими людьми Мы искренне благодарны, что в 2021 году более миллиона туристов доверили организацию своего отдыха нашей компании. [Мария Ершова. Блог о туризме (2021)]",1
"На улицах еще нет снега, но Новый Год уже совсем близко! А как приятно в это время приносить людям радость. В этот Новый Год команда Velono4 дает тебе возможность почувствовать себя дедом Морозом, Снегурочкой, Сантой, Йолло-пуки, эльфом, феей, оленем (нужное подчеркнуть)! Заполни анкету, оставь свои данные, мы подскажем тебе, кому остро необходим прилив радости и счастья! Выбери подарок и отправь его своему адресату. [vk (20.11.2014)]",1
"Наверное, этого я уже не боюсь. Невозможно противостоять тому, что нашу внутреннюю бесконечность живого я другие видят как ""автора длинного и бессмысленного"", или ""идиота без сдачи"", или ""программиста с ошибками"", или ""поэта с плохими рифмами"". Я боюсь, что там, после окончания белковой жизни будет то же самое. Какой-нибудь дежурный ангел сверится по базе данных, и… ""вот и всё, приплыли"" (с) [vk (13.01.2015)]",0
"Пусть близкие будут здоровы и счастливы! ⠀ Мы благодарим каждого из вас за выбор нашей кондитерской. И шлём праздничные поцелуи от всей нашей большой семьи Вариной мамы! 😍😍😍 Наконец, новогодняя суета накрыла весь город🎅🎅🎅 И если вы ещё думаете, что же подарить родным и близким, чем порадовать их за праздничным столом, то у нас есть отличная идея: 🎅 праздничные торты, стоимость 1200руб/ кг, вес от 1, 5 кг⠀ 🎅 набор капкейков и кейкпопсов-мандаринок, 550 руб/ коробочка⠀ 🎅 смесь для приготовления печенья ""Сделай сам"", 590 руб (только на Ломоносова) [ВАРИНА МАМА. Бизнес, коммерция, кухня (2019)]",1
"В свое время местные жители уверяли меня, что Череповец назван в честь черепа овцы, найденного на крутом берегу Шексны. Но главная официальная версия (есть и другие) увязывает название города со старославянским значением слова «череп» — «отдельно стоящий высокий и крутой холм». Раскопки подтверждают: поселение действительно возникло на крутом холме, нависающем над рекой, — он сохранился до сих пор и теперь называется Соборной горкой. Местность вокруг равнинная, гладкая, так что холм сразу бросается в глаза. Особенно если смотреть с реки, по которой с юга поднимались славяне торговать или грабить. А жило на «черепе» финно-угорское племя весь, поэтому славяне и прозвали это место «череповесь». Большая часть Череповца — это стандартная серая застройка советского времени. [Дмитрий Виноградов. Череповец // «Русский репортер», № 3 (33), 31 января - 7 февраля 2008]",0
"Приглашаем вас на открытие клуба! В программе ― презентация-введение в мир ролевых игр+ объяснение организационных моментов, а также два мастер-класса от каждой секции клуба (кабинетки и настолки). Опытные ролевики смогут оценить уровень клуба и узнать подробности его организации, а новички ― познакомиться с тем, что такое ролки и с чем их едят, в том числе на практике. Welcome! [vk (20.01.2015)]",0
"😁😝~ Третий способ: я стараюсь сейчас делать так, чтобы в доме всегда были живые цветы. Не поверите! Букет цветов в спальне или на кухне сразу поднимает настроение! ~ Заказала этот букет растрёпанных пахнущих полем ромашек в@ salita_ flowers и сразу жизнь наладилась🤗. Доставили до двери! 🌸 А по промокоду: CASAKATERINA ― вы можете заказывать здесь букеты с моей скидкой🤗🥰 ~ Ещё помогает немножко движения. [Екатерина Покусаева. Катя Покусаева Стилист (23.04.2020)]",1
"А сегодня я увидела и на нашей остановке… Достали! Злая я! Злая, потому что и думать не думала, что кто-то может клюнуть на такие объявления. Все же в здравом уме, правда? Все всё хорошо понимают. Но в прошлое воскресенье, когда была в провинции, встретила знакомую, которая рассказала, что сын ее польстился на такие деньги, взял кредит, оплатить в срок не смог, взял второй, чтобы покрыть первый, а потом взял и третий… [sikorka-tisa. blogspot.com sikorka-tisa (19.10.2013)]",2
"Но и на членов их семей, на всех тех, для кого катастрофа в небе будет не просто строчкой в газетных сообщениях. А будет чем-то личным и близким. Кроме того, несмотря на то, что авиация не является самым опасным видом транспорта – это только распространенный миф, катастрофы на железной дороге гораздо более часты – противодействовать терактам в авиации очень сложно. Меры безопасности в аэропортах уже близки к абсурдному пределу, скоро из-за проверок придется приезжать в аэропорт за 4-5 часов до рейса, чтобы пройти все необходимые рубежи проверок. Но даже это не обеспечивает полную безопасность. Авиация из всех видов транспорта наиболее уязвима. Кроме того, разрушение воздушного судна на высоте до 10 километров при скорости минимум 600 километров в час не оставляет шансов никому из находящихся на борту людей. [vk (27.05.2016)]",2
"Чернышевская). В Комете будет хорошо и вместе, и одному. Там будет небольшое кафе с меню дня и вкусным чаем, открытая кухня, где можно будет готовить блины на Масленицу, а также кабинет для работы с книжками, свободным интернентом и удобными личными зонами, который можно будет трансформировать в гостиную для чтений и вечеров. Мы думаем, на базе Кометы можно организовать также систему обмена книгами, спорт. инвентарем, а, возможно, и фонд помощи друг другу. Мы планируем издать книгу Катиных текстов. Нужна ваша помощь! Пишите нам, особенно если кто-то видел предложение аренды помещения и если есть идеи по функциям. [vk (02.12.2015)]",0
"Какое это великое дело – человеку иметь мир в себе. Мирный человек действительно очень счастлив, счастлив не сильный, богатый, прославленный, образованный, знаменитый, а тот человек, у которого мир в сердце. Что бы ни происходило вокруг него, Божий мир, превосходящий всякий ум, в нем, потому что Бог есть мир. Христос – это мир наш. Он наш мир, и когда Он в нас, тогда всё внутри нас пребывает в мире. [vk (18.04.2016)]",1
"4 февраля. Сейчас за постным столом смотрела-слушала по ТВ передачу «Плоды просвещения», посвященную Андрею Платонову с участием А. Битова и других. Сколько, на мой взгляд, велеречивого толкования этого писателя, пусть сильного пером и народным чувством, но нарочито косноязычного, большими порциями для чтения утомительного, возводимого чуть ли не в ранг Пушкина. И притом нет ни намека на его неразбериху в добре и зле, в неестественности сочетания ласковости с какой-то потаенной кровожадностью. И неэтично, и неэстетично. *** 21 февраля. [Г. А. Гальцева. Дневник (2004) // Рената Гальцева. Памятное. Разрозненные впечатления и заметки // Знамя. 2018. №5., 2018]",2
"Грачев проделал как раз то, в чем обвинял организаторов неудачного штурма 26 декабря. Сергей Адамович Ковалев с коллегами-депутатами остается в бункере осажденного президентского дворца, то есть вместе с Дудаевым. Когда и чем кончится этот позор? Убитых уже сотни — и с той, и с другой стороны. ТВ, пресса, к их чести, единодушны в осуждении этой преступной и бессмысленной акции... Конец эпохи Ельцина? Так начался год... [А. Б. Гребнев. Дневник (1995)]",2
"Олеша писал: «Я вспомнил: родительская спальня и я, мальчик, смотрю на меняющего рубашку отца. Мне было жаль его. Он уже не может быть красивым, знаменитым, он уже готов, закончен, уже ничем иным, кроме того, что он есть, он не может быть. Так думал я, жалея его и тихонько гордясь своим превосходством. А теперь я узнал в себе отца. Это не было сходство форм, — нет, нечто другое: я бы сказал — половое сходство: как бы семя отца я вдруг ощутил в себе, в своей субстанции. [А. Г. Евтушенко. Дневник (1991)]",0
"Компания подобралась очень дружная и голосистая: только я растянул аккордеон — как грянули «Казака», и потом орали весь вечер, дружно и чисто, на голоса, и я орал, дурак дураком, завелся, да так, что и закусить путем было некогда. Пришел домой пьяный, с чувством легкого голода, и тут же лег спать. Но повеселились хорошо. И о политике некогда и незачем было болтать. Специалисты в газетенке учат, как выжить в условиях инфляции. Много разговоров вокруг. Но, в конечном счете, речь идет о том, чтобы те, кто привык жить на халяву, поняли: мы не все равны. [В. В. Ершов. Дневник (1991) // Летные дневники. 1984-2002 годы / Проза.ru]",0
Признание в.... Ненавижу блин! oblomoff. Короче! Я ненавижу злодолбучих комаров!!! Говнистые долбоклюйные комары!!! Вот значит заснул ты и уже почти спишь!!! И тут ZZZZZZZZZZZZz...... да ещё мерзенько так!!! Так мало того! [Признание в.... Ненавижу блин! (форум) (2006-2007)],2
"Однако уже сегодня утром наших военных, сидящих в тбилисском узилище, отпустили. Все наши политические деятели выступили, оговорившись, что все они любят грузинский народ. Я тоже абстрактно люблю грузинский народ. Но я ненавижу чванливых молодых грузин, которые, ковыряя в зубах, рассматривают как надоевшую добычу русских женщин на пляжах, которые пренебрежительно разговаривают со слабыми на улицах, которые наглы и беззастенчивы на базарах. *** 3 октября. Вторник. [С. Н. Есин. Дневник (2006)]",2
"Мы счастливы! Едим! Наш кот Борзик, еле держится на лапах, кормиться ему нечем. Я ненавижу тех, кто сделал окружающий мир таким безысходным. Я ненавижу их, за мою поломанную юность! За невозможность все забыть и в нормальных условиях жить дальше. Да будут прокляты все сволочи в моей жизни! [П. В. Жеребцова. Дневник (2001)]",2
"9 октября. Среда. Делаю эту запись второй раз, В.C. включила на кухне чайник — и компьютер вырубился, пара последних страниц пропала. Кажется, я хорошо написал о своих тяготах жизни, об институте, ставшем мне ненавистным, о правительстве, которое не дает денег на культуру, а притворяется, что оно цивилизованное правительство, о наших преподавателях с замашками советских обывателей. Об этих двух назойливых и глупых бабах с заочки, c которыми идет постоянная и противная война, в которой мне не хочется пользоваться запрещенными приемами, а они пользуются. На что трачу время! Из записной книжки. [С. Н. Есин. Дневник (1996)]",2
"Многие на мой взгляд сыграли свои лучшие роли, а некоторые показали себя с совершенно новой стороны (Леонид Куравлев в роли Айсмана). Про актерский гений Тихонова, Броневого, Табакова, Евстигнеева сказано немало слов. но я также хотела бы отметить потрясающую игру Ростислава Плятта, Екатерины Градовой, Василия Ланового, Льва Дурова, Отто Меллиеса и Эмилии Мильтон (ее Фрау Заурих настолько трогательна в своей непосредственности — вспомнить хотя бы сцену игры в шахматы). Отдельное слово о диалогах. Как же я люблю диалоги! Особенно такие прекрасные, и в таком гениальном исполнении! Я ими наслаждаюсь, как музыкой! А интереснее всего смотреть на малейшие изменения мимики актеров — как крохотными нюансами меняется ощущение от милой дружеской беседы до смертельно опасной схватки. В общем, говорить об этом фильме можно очень много. [Форум: 17 мгновений весны (2005-2010)]",1
"[gureva_nastasya (жен)] Я люблю устраивать сюрпризы и, вообще, делать близким всякие приятности вот такая я милашка. И конечно же, моего любимого мужа это тоже не обошло стороной :) В прошлую среду, на Сашкин день рождения, я потащила его и еще пару друзей играть в новую (для нашего города) и ужасно интересную штуку под названием «Клаустрофобия». Ребят, это бомба! А если точнее, то это самый настоящий квест, только в офлайне! [А вы играли в «Клаустрофобию»? (2014.09)]",1
"И я поздравляю!!!! Пусть все желания исполятся!!! Evg, 2005.03.30 09: 08. Спасибо за поздравления, Антония! Мне очень приятно! : - ))) У Вас такие славные детки! И красивые имена и у Вас и у детей. Такие имена распространены в Болгарии? Evg, 2005.03.30 08: 56. [Беременность: Планирование беременности (форум) (2005)]",1
"Вот ты смог, я смог. А Коля этот, у него мечты нет! !! (с) Этот монолог Кости — особо любимый мной момент. Очень верные, емкие слова, несущие основную смысловую нагрузку всего фильма. Фильм бесподобен. Прекрасные актеры. Интересный сюжет. [Форум: комментарии к фильму «Все будет хорошо» (2008-2011)]",1
"[Анна С. (nick)] На некоторые вещи я просто не обращала внимания!.. Удивили мнения скептиков! В принципе, логично!.. [:]) Не углубляясь в моменты тюремной жизни (не сидела, не привлекалась, посему не в курсе), могу сказать, что я этот фильм люблю в первую очередь за ИСТОРИЮ, что заложена в основу! За мысли, что рождаются во время просмотра!.. За человеческие проявления в самых разных жизненных ситуациях!... За точные и даже наглядные, на мой взгляд, понятия: что есть свобода, а что всего лишь её иллюзия!.. [Форум: Обсуждение фильма «Побег из Шоушенка» (2009-2011)]",1
"Сколько мертвых! А сколько живых лишены права хотя бы выжить? На следующий день после инаугурации президента был объявлен некий стыдливо-анонимный день траура, в который мы не оплакивали ни одного конкретного человека, погибшего на этой бессмысленной, преступной, коммерческой войне. Я потрясен и изумлен нашей интеллигенцией, которая, как страус, прячет голову в песок. А выглянет — начинает говорить о Боге, вере, яблочном спасе, о Преображении Господнем. Глухота и немота овладели нами, раз мы не можем остановить военных, которые публично обсуждают вопрос бомбить людей сегодня или погодя. При нашем попустительстве властям мир может содрогнуться от слова «Грозный», как в годы второй мировой войны мир содрогнулся после Герники. [Л. А. Остерман. Дневник (1996)]",2
"hamasaka. Как ужасно... мы с папой ходили на занятия Бутейко. У нас была такая девочка в группе. Это ужас, как жалко их, и как меня бесит толпа зевак : ( 5659. Не то чтобы ужасно, скорее, неожиданно. Страшновато, конечно, и нервно. [Форум: Первая помощь при эпилептическом приступе (2008-2012)]",2
"А кто наоборот? А может, посплетничаем? ssvetlana. Ща как напишу =) Насчет Худякова ничего не могу сказать, т.к. вел он у нас только 2 пары. Я уже где-то говорила, что из-за написания конспекта по Ананьеву, я ненавижу Богданову. Очень понравился Мараев по философии, не то что Литвинский. Ненавижу наших преподов по матеши, что в первом семестре, что во втором... ужос, фтопку их. А вот те, кто ведет семинары по матеши, очень даже ничаво. [Давайте уже пообсуждаем преподавателей (форум) (2007)]",0
"Причем они начали говорить на высоких тонах. Потянув за рукав куртки Костина, я глазами позвал его на выход. Мы с ним потихоньку вышли из нашей 205-ой комнаты. Не люблю я таких окончаний застолья, когда они превращаются в пьянки. При этом присутствующие начинают выяснять отношения типа — “Ты меня уважаешь?”. Спешу закончить описание этого вечера. Оно мне самому неприятно. [В. И. Максимов. Дневник научного сотрудника (2003)]",2
"С недавних пор у меня вообще начался период разочарования в жизни... Я и учёбу забросил, хотя на первых курсах был, наверное, самым активным, тогда как сейчас отсижу на задней парте законные часы и рад тому. Я увидел ужасающее несовершенство мира — это следствие того, что я стал сложнее чем мир и поэтому смог охватить пониманием мир, смог выбраться из него и посмотреть со стороны. Я разочаровался прежде всего в людях, которые меня окружали всю мою жизнь. В государстве, в своём университете, во всех общественных институтах. Они предстают для меня как всего лишь жалкий компромисс. Всё абсурдно и очень глупо. [Искандер Шакиров. Дневник Ихтика (2002)]",2
"Пока он сидит дома и не работает вот уже несколько месяцев. По-человечески ее жаль. Но сколько она сделала мне пакостей, то ее уже давно можно ненавидеть. Однако ненависти у меня к ней нет. Я ненавижу в институте одного человека. Это Ковалевского. Она же его все время превозносит. Он выше всех нас на голову. Что поделаешь? [В. И. Максимов. Дневник научного сотрудника (2001)]",2
"[ne znatok (nick)] Магги в Курилке дала ссылку на интервью с Кронгаузом — [ссылка] За это я люблю Кронгауза — он всегда примиряет меня с самой собой. То, чем я только что возмущаюсь и от чего меня прям, как некоторые тут любят говорить, подташнивало, вдруг становится безобидным, абсолютно простительным и совершенно не заслуживащим тех громов и молний, которые еще только минуту назад хотелось метать. В этом смысле мне понравилась эта часть интервью:... «Падонкаффскую» грубость сменили другие тенденции. [Форум: Мимими. Исследуем живую речь (2011)]",1
"Нет единого общественного идеала, как на Западе. *** 8 октября. Записка в кармане убитого бандита: «Я ненавижу эту вонючую страну». Захватил детей-заложников, собирался бежать за рубеж по проторенной многими дорожке. Такие люди, перекати-поле, были всегда, но особенно расплодились в последнее время. Они падки на чужой хлеб, тепло и порядок. [И. А. Карпусь. Дневник (1993)]",2
"[Shade (жен)] А кол-во мест не резиновое, как известно. Из-за таких вот многие не могут поступить со своими честно заработанными баллами. Но до ума её никто не довел и, по-моему, не собираются. Меня бесят, если честно, такие вот эксперименты над детьми. Им надо ЕГЭ, а отдуваться за это должны дети. Учились 9-10 лет по обычной схеме, а потом за 1 год пытаются «натаскать» на тесты. Всё через одно место делается, как обычно, и это очень печально. [Форум: Ваше отношение к ЕГЭ? За или против (2005-2008)]",2
"Кстати, в моих поисках по Бессарабии мне также помогает уважаемый профессор Евгений Александрович Румянцев С уважением, Сергей Шурляков. Сергею Шурлякову: Уважаемый Сергей! Вы меня порадовали до умилительных слез! До чего мне приятно, что наши предки пересекались и по пьяному делу ссорились! Они живы в нашей памяти, и мы живы — цепочка тянется через века, это классно! Румянцеву — низкий поклон от меня! Большой души человек! [Д. Н. Каралис. Дневник (2006)]",1
"Послушайте, Мария! Я понимаю — вы здесь не живёте и Вам совершенно наплевать, какое чучело возвести на остановке Нижегородской! Мне же этот памятник будет мозолить глаза всю оставшуюся жизнь! Зачем вы злите меня, злите людей своим чучело-памятником?!",2
"И еще вопрос: влияет ли ваше отношение к качеству рекламных роликов на то, будете вы покупать то, что рекламируют, или нет? У меня иногда да: если реклама очень бесит, из принципа эту продукцию не покупаю. Rishka. Я люблю рекламу Мегафона и сока Добрый, прям такие нереально добрые рекламы. Не люблю «Съешь банан, спаси мир». )))) Будущая жена. Мне нравится реклама Газпром, «Мечты сбудутся». [Рекламные ролики на TV (2007)]",0
"Бесила раньше реклама Марса и Сникерса — они были так похожи! В итоге себя не оправдывали совершенно. Камня. А меня бесит реклама Икеи.... где дети говорят «скоро все изменится...» такую тоску наводит и напоминает какую-то страшилку... фу.... G. linK @ [А меня бесит реклама Икеи.... где дети говорят «скоро все изменится...» такую тоску наводит и напоминает какую-то страшилку... фу....] Да, ужасная реклама... «пора прощаться с прежним домом»... страшно так. Ксюю. [Рекламные ролики на TV (2007)]",2
"Тем не менее, еще раз можно посожалеть, что все это не прочел в свое время. Воспитание в литературе — это контекст и проникновение за контекст. Наверное, главное, что случилось в Иванове — я здесь впервые за многие последние годы прочувствовал приход весны. Как я балдею в этом городе, где среди многоэтажек целые улицы старинных дедовских домиков! По одной из них ежедневно 30 минут иду в больницу. Как постепенно выпрыскивает зелень, как меняются атмосфера и пейзаж. Какое немыслимое волшебство! [С. Н. Есин. Дневник (1991)]",1
"В голове моей формируется несколько путей, которые повлияют на будущее сына и нас. Сын только начал самостоятельно учиться, отнюдь не по школьной программе, а тут его опять будут оценивать. Спросила завуча, как сдали экзамены наши друзья, которые тоже учатся дома в той же школе, к которой приписаны мы. Завуч была просто в восторге от их знаний и меня порадовал ее настрой. Очень позитивный человек, с которым приятно работать. Пути решения рисуются следующие. 1. [Форум: Сдавать или не сдавать ― вот в чем вопрос? (2013.01)]",1
" Работать буду, несмотря ни на что. Я люблю свою работу, люблю детей, которых учу и никакая реформа не может этому помешать. ",1